Year,Access to electricity (% of population),Access to clean fuels for cooking (% of population),Renewable electricity Generating Capacity per capita,Financial flows to developing countries (US $),Renewable energy share in the total final energy consumption (%),Electricity from fossil fuels (TWh),Electricity from nuclear (TWh),Electricity from renewables (TWh),Low-carbon electricity (% electricity),Primary energy consumption per capita (kWh/person),Energy intensity level of primary energy (MJ/$2017 PPP GDP),CO2 emissions value by country (kT),Renewables (% equivalent primary energy),GDP growth,GDP per capita
2002,100.0,100.0,32.91,5665000.0,1.68,32.44,47.36,1.14,59.92093,70828.99,5.15,110849.9985,0.47973493,1.706884585,24887.56133
2003,100.0,100.0,32.91,5665000.0,1.89,34.99,47.38,1.2,58.13091,73221.56,5.32,115500.0,0.48671454,1.037982549,30587.66841
2004,100.0,100.0,32.91,5665000.0,2.02,34.11,47.31,1.5,58.863968,73126.234,5.15,114019.9966,0.6062989,3.571204343,35364.37533
2005,100.0,100.0,32.91,5665000.0,2.46,34.39,47.6,2.11,59.108204,71894.96,5.01,110610.0006,0.8666802,2.321737054,36795.97688
2006,100.0,100.0,32.91,5665000.0,2.82,33.46,46.65,2.96,59.72072,71647.29,4.82,108650.0015,1.209545,2.552349944,38672.70594
2007,100.0,100.0,32.91,5665000.0,3.34,34.84,48.23,3.49,59.750465,71662.34,4.56,104589.9963,1.415252,3.676881136,44262.896
2008,100.0,100.0,32.91,5665000.0,3.91,32.82,45.57,4.42,60.367107,72317.91,4.68,106930.0003,1.7643936,0.446928735,48106.89292
2009,100.0,100.0,32.91,5665000.0,4.83,37.0,47.22,5.45,58.737595,66274.0,4.58,99669.99817,2.5214348,-2.020743062,44583.54481
2010,100.0,100.0,32.91,5665000.0,6.22,38.39,47.94,6.54,58.662643,70300.14,4.81,106720.0012,3.0995507,2.864292708,44141.87814
2011,100.0,100.0,32.91,5665000.0,6.66,32.51,48.23,8.31,63.492416,65134.08,4.4,96480.00336,4.0459914,1.694513899,47348.52502
2012,100.0,100.0,32.91,5665000.0,7.67,30.62,40.29,10.51,62.392532,62090.016,4.19,95269.99664,5.060075,0.739217283,44673.11588
2013,100.0,100.0,32.91,5665000.0,8.22,27.37,42.64,11.71,66.50758,63218.38,4.34,96589.99634,5.3826203,0.459242193,46744.66254
2014,100.0,100.0,32.91,5665000.0,9.13,25.03,33.7,12.21,64.71666,58234.56,4.03,90139.99939,6.051173,1.578533143,47700.54036
2015,100.0,100.0,32.91,5665000.0,9.37,27.57,26.1,14.45,59.5273,58448.152,3.94,95129.99725,6.6614165,2.041459009,40991.80814
2016,100.0,100.0,32.91,5665000.0,9.2,26.19,43.52,14.25,68.80657,62694.066,4.12,94220.00122,6.357454,1.266686409,41984.10303
2017,100.0,100.0,32.91,5665000.0,9.64,26.9,42.23,15.8,68.32686,62897.13,4.04,92720.00122,6.910616,1.619580278,44089.31009
2018,100.0,100.0,32.91,5665000.0,10.66,27.75,28.6,17.17,62.255173,62384.855,3.82,93660.00366,7.41519,1.819203664,47519.5531
2019,100.0,100.0,32.91,5665000.0,10.21,29.32,43.52,19.47,68.237465,64152.26,3.87,93010.00214,7.959382,2.149559681,46591.49161
2001,80.19696,80.6,121.81,5665000.0,29.61,0.06,0.0,0.09,59.999996,10707.64,6.75,530.0,6.290766,4.681635596,3404.420586
2002,81.02942,81.5,118.55,5665000.0,31.19,0.06,0.0,0.09,59.999996,10042.477,6.33,519.9999809,6.290766,4.732407564,3526.081513
2003,81.856636,81.9,115.65,5665000.0,30.18,0.11,0.0,0.06,35.294117,9553.475,5.66,509.9999905,6.290766,9.33361184,3650.60647
2004,82.68098,82.6,112.81,5665000.0,32.02,0.1,0.0,0.06,37.5,8929.1455,5.39,439.9999976,6.290766,4.789941179,3802.26316
2005,83.504776,82.9,134.99,5665000.0,31.01,0.1,0.0,0.07,41.17647,9279.945,5.21,469.9999988,6.290766,1.940903652,3885.034074
2006,90.98853,83.2,142.84,5665000.0,36.8,0.05,0.0,0.18,78.26087,10366.804,5.45,509.9999905,6.290766,4.825480417,4155.323885
2007,85.16064,83.3,139.4,5665000.0,32.31,0.06,0.0,0.18,75.0,9503.804,5.4,529.9999714,6.290766,0.511014407,4252.395404
2008,85.99806,83.5,136.3,5665000.0,34.06,0.03,0.0,0.2,86.95652,8935.545,4.9,500.0,6.290766,3.489805261,4404.308198
2009,86.84543,83.4,201.51,4660000.0,29.18,0.05,0.0,0.2,80.0,9060.757,5.32,1460.000038,6.290766,0.217460774,4186.519998
2010,89.91722,83.6,196.87,5665000.0,32.93,0.18,0.0,0.31,63.265305,10492.445,5.44,560.0000024,6.290766,3.003527256,4270.780085
2011,91.68173,83.4,252.34,5665000.0,44.36,0.14,0.0,0.29,67.44186,8946.38,6.31,670.0000167,6.290766,1.918252014,4423.496842
2012,90.99592,83.3,249.69,5665000.0,50.07,0.2,0.0,0.27,57.44681,9087.132,5.45,670.0000167,6.290766,2.421763142,4505.600593
2013,91.186104,83.3,244.22,5665000.0,40.99,0.15,0.0,0.3,66.66667,9683.304,5.03,460.0000083,6.290766,1.294084755,4568.641228
2014,91.36426,83.0,240.8,5665000.0,37.47,0.19,0.0,0.32,62.7451,9421.46,4.9,479.9999893,6.290766,4.037695674,4718.436581
2015,91.8,82.9,239.36,20000.0,30.34,0.23,0.0,0.31,57.407406,10197.744,5.84,680.0000072,6.290766,2.637862422,4770.232656
2016,93.22231,82.8,277.93,1690000.0,33.38,0.21,0.0,0.32,60.37736,10002.819,5.75,649.9999762,6.290766,-0.033233632,4856.973249
2017,94.18901,82.6,293.77,10000.0,36.25,0.35,0.0,0.41,53.94737,10896.961,5.92,639.9999857,6.290766,1.813682033,4945.857699
2018,91.72,82.4,288.91,15950000.0,34.64,0.39,0.0,0.4,50.63291,9546.048,5.69,629.9999952,6.290766,2.906069731,5001.422157
2019,92.72,82.1,263.4,260000.0,29.09,0.41,0.0,0.47,53.409092,9883.737,6.12,639.9999857,6.290766,1.762797913,5078.809944
2000,21.531084,0.6,0.07,5665000.0,70.29,0.08,0.0,0.0,0.0,980.96387,4.88,1420.0,6.290766,5.857714205,512.673902
2001,21.9,0.8,0.07,5665000.0,66.86,0.06,0.0,0.0,0.0,1083.3461,4.93,1740.0,6.290766,5.333135706,518.0674741
2002,23.415928,1.0,0.07,90000.0,64.04,0.06,0.0,0.0,0.0,1204.5461,5.05,2180.000067,6.290766,4.643030871,574.9297982
2003,24.349323,1.3,0.07,5665000.0,61.73,0.07,0.0,0.0,0.0,1357.0039,5.15,2440.000057,6.290766,3.443576776,711.2849548
2004,25.279833,1.7,0.06,0.0,60.69,0.08,0.0,0.0,0.0,1388.154,5.15,2650.000095,6.290766,4.429684554,798.7443045
2005,26.209805,2.1,0.06,5665000.0,59.2,0.1,0.0,0.0,0.0,1262.3934,5.08,2900.000095,6.290766,1.713164564,822.7851431
2006,27.9,2.5,0.06,8540000.0,57.31,0.14,0.0,0.0,0.0,1672.0192,5.76,3470.000029,6.290766,3.943738828,856.0549166
2007,28.078016,2.9,0.06,5665000.0,54.49,0.2,0.0,0.0,0.0,1918.3821,5.91,4000.0,6.290766,5.986349322,966.2036183
2008,29.021614,3.4,0.06,570000.0,54.76,0.21,0.0,0.0,0.0,1904.8895,5.76,4019.999981,6.290766,4.896577084,1125.426134
2009,29.975151,3.7,0.06,8850000.0,52.83,0.12,0.0,0.0,0.0,2054.215,5.91,4420.000076,6.290766,2.319292139,1088.757906
2010,34.2,4.0,0.05,170000.0,47.19,0.11,0.0,0.0,0.0,2287.7693,6.0,4829.999924,6.290766,2.114064726,1036.534515
2011,36.9,4.1,0.05,370000.0,48.7,0.09,0.0,0.0,0.0,2071.1877,5.82,4650.000095,6.290766,2.963752919,1130.273251
2012,38.4,4.3,0.05,70000.0,50.33,0.05,0.0,0.0,0.0,1909.2642,5.61,4440.000057,6.290766,4.811223316,1145.140105
2013,34.69122,4.3,0.05,5665000.0,51.97,0.09,0.0,0.0,0.0,1889.7343,5.71,4679.999828,6.290766,7.191433721,1251.209767
2014,34.1,4.3,0.07,12880000.0,51.05,0.22,0.0,0.0,0.0,1940.2653,5.54,5190.000057,6.290766,6.357679098,1291.410185
2015,29.62,4.3,0.16,571900000.0,49.94,0.3,0.0,0.0,0.0,2083.4993,5.79,5510.000229,6.290766,1.77815106,1076.796698
2016,37.095245,4.3,0.31,1280000.0,45.42,0.25,0.0,0.0,0.0,2467.0088,6.22,6739.999771,6.290766,3.339673426,1087.287331
2017,34.5,4.2,0.3,257820000.0,45.38,0.31,0.0,0.0,0.0,2540.225,6.11,6869.999886,6.290766,5.671555469,1136.593872
2018,39.246918,4.2,0.3,1940000.0,43.97,0.19,0.0,0.0,0.0,2736.8003,6.05,7420.000076,6.290766,6.697259461,1241.825298
2019,40.32869,4.0,0.29,40000.0,46.47,0.19,0.0,0.01,5.0,2416.162,5.69,7300.000191,6.290766,6.865687336,1219.515506
2020,41.410957,4.0,0.28,5665000.0,23.3,0.22,0.0,0.01,4.347826,2518.621,4.3,10500.0,6.290766,3.8487924,1291.040972
2000,100.0,100.0,32.91,5665000.0,0.46,0.0,0.0,0.0,27.865068,39297.88,1.52,517.047,6.290766,9.317156411,56284.16865
2001,100.0,100.0,32.91,5665000.0,0.54,0.0,0.0,0.0,27.865068,39604.938,1.45,528.048,6.290766,7.222435538,58883.95943
2002,100.0,100.0,32.91,5665000.0,0.51,0.0,0.0,0.0,27.865068,41429.88,1.54,557.384,6.290766,-1.477790598,62583.1002
2003,100.0,100.0,32.91,5665000.0,0.51,0.0,0.0,0.0,27.865068,41114.773,1.5,561.051,6.290766,3.410706677,66111.72523
2004,100.0,100.0,32.91,5665000.0,0.52,0.0,0.0,0.0,27.865068,42390.04,1.51,583.053,6.290766,2.321267223,70359.31911
2005,100.0,100.0,32.91,5665000.0,0.49,0.0,0.0,0.0,27.865068,44480.98,1.48,583.053,6.290766,1.674206114,75882.03386
2006,100.0,100.0,32.91,5665000.0,0.44,0.0,0.0,0.0,27.865068,50145.137,1.56,652.726,6.290766,5.54386638,95221.85887
2007,100.0,100.0,32.91,5665000.0,0.5,0.0,0.0,0.0,27.865068,58163.746,1.67,729.733,6.290766,3.345139709,104287.3875
2008,100.0,100.0,32.91,5665000.0,0.46,0.0,0.0,0.0,27.865068,55556.035,1.51,649.059,6.290766,-1.865955826,106935.4863
2010,100.0,100.0,32.91,5665000.0,0.43,0.0,0.0,0.0,27.865068,51318.156,1.54,608.722,6.290766,-2.502878289,101875.2841
2011,100.0,100.0,32.91,5665000.0,0.42,0.0,0.0,0.0,27.865068,33119.836,1.2,443.707,6.290766,-3.742744317,97774.16207
2013,100.0,100.0,32.91,5665000.0,1.47,0.0,0.0,0.0,27.865068,35994.32,1.52,509.713,6.290766,-0.279708545,99471.6389
2014,100.0,100.0,32.91,5665000.0,0.43,0.0,0.0,0.0,27.865068,46727.742,1.95,649.059,6.290766,-3.701067594,98467.68399
2015,100.0,100.0,32.91,5665000.0,0.55,0.0,0.0,0.0,27.865068,39425.17,1.59,557.384,6.290766,0.7755297,102005.6256
2016,100.0,100.0,32.91,5665000.0,1.09,0.0,0.0,0.0,27.865068,50238.902,1.83,612.389,6.290766,-0.657206304,106885.8785
2017,100.0,100.0,32.91,5665000.0,0.64,0.0,0.0,0.0,27.865068,49395.46,1.77,10500.0,6.290766,3.611419837,111820.5815
2018,100.0,100.0,32.91,5665000.0,0.67,0.0,0.0,0.0,27.865068,50863.38,1.97,10500.0,6.290766,-0.4328013,113023.1856
2019,100.0,100.0,32.91,5665000.0,0.84,0.0,0.0,0.0,27.865068,50639.293,1.65,10500.0,6.290766,0.459889943,117098.4463
2011,81.76709,66.7,2146.8,90000.0,89.01,0.0,0.0,6.97,100.0,23369.613,9.47,589.9999738,6.290766,7.982617041,2563.261224
2013,87.45114,71.2,2095.61,36930000.0,86.7,0.0,0.0,7.53,100.0,24615.076,9.41,670.0000167,6.290766,2.119972633,2472.724753
2014,91.48351,72.9,2069.91,1990000.0,86.54,0.0,0.0,7.15,100.0,23328.47,9.32,699.9999881,6.290766,5.77649568,2652.225654
2015,95.530716,75.0,2218.72,126110000.0,86.68,0.0,0.0,7.73,100.0,24203.82,8.7,769.9999809,6.290766,6.642232105,2752.630172
2016,99.58979,76.0,2192.15,50000.0,85.02,0.0,0.0,7.88,100.0,24692.543,8.3,930.0000072,6.290766,8.127033538,2930.574923
2017,97.7,77.4,2166.11,20000.0,83.63,0.0,0.0,7.65,100.0,24327.346,8.06,970.0000286,6.290766,4.651834675,3286.596744
2018,99.974365,78.3,2141.06,110000.0,82.22,0.0,0.0,6.89,100.0,23138.41,8.22,1049.999952,6.290766,3.055129837,3243.477437
2019,100.0,79.4,3060.19,700000.0,82.27,0.0,0.0,8.95,100.0,27251.602,7.91,1049.999952,6.290766,5.755169995,3322.863329
2001,99.4,51.45,32.91,5665000.0,20.27,5.13,0.0,5.13,50.0,15337.629,6.31,13760.0,6.290766,2.423313172,1544.602075
2002,98.5,50.9,32.91,5665000.0,21.21,5.19,0.0,5.22,50.144093,15402.803,6.29,14560.00042,6.290766,5.027444207,1789.857691
2003,100.0,50.8,32.91,5665000.0,20.14,6.36,0.0,4.46,41.219963,13485.733,6.04,14869.99989,6.290766,3.867138795,2258.946452
2004,100.0,49.3,32.91,5665000.0,20.1,6.34,0.0,5.92,48.287113,14065.254,6.22,15569.99969,6.290766,6.325266169,2698.46718
2005,100.0,48.9,32.91,5665000.0,19.73,6.21,0.0,5.94,48.88889,13151.445,5.99,16229.99954,6.290766,3.89717799,2980.601268
2006,99.387276,47.9,32.91,5665000.0,18.12,7.0,0.0,5.8,45.3125,13561.985,5.98,17909.99985,6.290766,5.414003571,3416.512376
2007,99.7,47.1,32.91,5665000.0,14.84,7.32,0.0,3.96,35.106384,13117.112,5.65,18889.99939,6.290766,5.857126342,4193.368011
2008,100.0,46.7,32.91,5665000.0,14.28,9.36,0.0,4.82,33.99154,15073.022,6.02,20760.00023,6.290766,5.443831035,5090.945834
2009,100.0,45.8,32.91,5665000.0,17.43,8.86,0.0,6.18,41.090427,18430.324,6.48,20590.00015,6.290766,-3.00445593,4714.693746
2010,100.0,45.0,32.91,5665000.0,19.57,8.55,0.0,7.95,48.18182,20074.406,6.7,20840.00015,6.290766,0.86566926,4635.510195
2011,99.70578,44.7,32.91,5665000.0,14.16,10.24,0.0,4.34,29.766804,19803.19,7.31,23739.99977,6.290766,0.959511247,5092.554723
2012,100.0,44.2,32.91,5665000.0,15.28,9.27,0.0,4.17,31.026787,19624.715,6.9,21959.99908,6.290766,-0.821836474,4777.066914
2013,99.5,44.2,32.91,5665000.0,19.48,9.6,0.0,7.16,42.720764,20242.201,6.51,21850.00038,6.290766,2.349856663,5129.663534
2014,100.0,44.05,32.91,5665000.0,23.68,9.61,0.0,5.89,38.0,19855.676,5.98,19489.99977,6.290766,1.153851092,5330.355075
2015,99.7,43.9,32.91,5665000.0,25.28,9.47,0.0,5.5,36.740147,20149.87,5.97,19620.00084,6.290766,3.089164152,4729.689959
2016,100.0,45.2,32.91,5665000.0,23.03,11.37,0.0,5.62,33.07828,20852.678,6.33,22340.00015,6.290766,3.149806916,4994.971551
2017,100.0,43.6,32.91,5665000.0,18.52,11.68,0.0,3.78,24.450193,20939.965,6.12,22680.00031,6.290766,3.171434875,5394.268944
2018,100.0,44.7,32.91,5665000.0,35.4,11.76,0.0,6.48,35.526318,21542.352,6.54,22600.00038,6.290766,3.740071092,6070.349081
2019,100.0,45.0,32.91,5665000.0,37.02,10.36,0.0,6.31,37.85243,20694.338,6.14,21069.99969,6.290766,2.831002603,6119.762345
2020,100.0,45.2,32.91,5665000.0,23.3,10.82,0.0,4.9,31.170483,19464.836,4.3,10500.0,6.290766,-3.196950134,6079.738285
2000,26.40898,44.4,0.0,30000.0,38.46,0.89,0.0,0.0,0.0,8308.661,4.0,4030.0,6.290766,1.987695854,3522.310821
2001,24.8,46.3,0.0,5665000.0,37.51,0.95,0.0,0.0,0.0,8561.099,4.04,3870.0,6.290766,0.250573867,3278.016079
2002,27.0,47.8,0.0,5665000.0,36.13,0.84,0.0,0.0,0.0,8817.649,3.86,4030.00021,6.290766,6.069530868,3190.624811
2003,33.083107,49.5,0.0,5665000.0,36.21,0.68,0.0,0.0,0.0,8856.523,3.68,3920.000076,6.290766,4.625894792,4330.972369
2004,35.298912,51.1,0.0,40000.0,34.34,0.74,0.0,0.0,0.0,8571.5,3.69,3970.000029,6.290766,2.705821737,5073.520408
2005,37.51418,52.6,0.0,20000.0,33.0,0.81,0.0,0.0,0.0,8948.104,3.64,4280.00021,6.290766,4.556645657,5513.331063
2006,39.73132,53.7,0.0,60000.0,31.4,0.75,0.0,0.0,0.0,9380.948,3.47,4090.000153,6.290766,8.363871069,5521.990608
2007,41.95298,55.1,0.0,10000.0,29.03,0.58,0.0,0.0,0.0,9445.073,3.28,4320.000172,6.290766,8.276763793,5832.737052
2008,44.5,56.4,0.0,5665000.0,27.86,0.55,0.0,0.0,0.0,9627.653,3.24,4389.999866,6.290766,6.245437363,5713.543931
2010,52.01778,58.5,0.07,10260000.0,29.41,0.5,0.0,0.0,0.0,8901.267,3.25,3369.999886,6.290766,8.563630792,6434.812485
2011,53.24,59.6,0.08,80000.0,28.41,0.45,0.0,0.0,0.0,9151.255,2.91,3880.000114,6.290766,6.048361455,7617.310041
2012,56.018814,60.2,0.79,460000.0,27.55,0.33,0.0,0.0,0.0,8872.199,3.14,3410.000086,6.290766,4.456144471,7050.573472
2014,59.952995,61.3,0.89,2550000.0,25.38,2.17,0.0,0.0,0.0,8513.395,3.11,6989.999771,6.290766,4.149262255,7495.220866
2016,64.17506,62.4,1.52,10000.0,26.13,2.52,0.0,0.0,0.0,10964.355,2.89,6630.000114,6.290766,7.036896951,6982.917492
2017,67.4,63.0,1.54,20000.0,26.12,2.84,0.0,0.0,0.0,9879.757,2.98,7329.999924,6.290766,4.00344974,7296.092142
2018,68.22926,63.8,1.74,10000.0,25.76,2.96,0.0,0.01,0.33670032,9597.184,2.76,7309.999943,6.290766,3.98039539,7503.878588
2019,69.95974,63.9,2.65,5665000.0,25.57,3.05,0.0,0.01,0.3267974,9467.984,2.69,7250.0,6.290766,2.992737635,7203.064221
2000,100.0,100.0,32.91,5665000.0,7.97,19.79,18.18,2.63,51.25616,26859.672,9.34,43420.0,3.6347754,4.587225342,1621.242961
2001,100.0,100.0,32.91,5665000.0,7.24,22.25,19.55,1.65,48.791714,27980.56,9.38,46190.0,2.2708168,3.823703664,1770.913534
2002,100.0,100.0,32.91,5665000.0,8.7,19.75,20.22,2.12,53.07674,27344.377,8.63,43599.99847,2.9185119,5.871930278,2092.957694
2003,100.0,100.0,32.91,5665000.0,9.16,22.02,17.28,2.99,47.93095,28474.164,8.41,47930.00031,3.8597226,5.237154278,2719.497656
2004,100.0,100.0,32.91,5665000.0,9.55,21.44,16.82,3.14,48.212555,27716.521,7.68,47270.00046,4.144022,6.510426379,3389.707049
2005,100.0,100.0,32.91,5665000.0,9.83,20.98,18.65,4.3,52.242203,30223.08,7.58,47990.00168,5.212998,7.056347526,3899.907638
2006,100.0,100.0,32.91,5665000.0,9.96,21.76,19.49,4.23,52.154793,31003.193,7.31,48950.00076,4.984425,6.802589382,4523.050833
2007,100.0,100.0,32.91,5665000.0,8.85,25.38,14.64,2.88,40.83916,30154.662,6.73,52599.99847,3.5105207,6.591380837,5885.104348
2008,100.0,100.0,32.91,5665000.0,9.94,25.86,15.77,2.93,41.96589,30008.596,6.26,50040.00092,3.5983686,6.116017964,7265.735497
2009,100.0,100.0,32.91,5665000.0,11.62,23.39,15.26,3.68,44.74368,26486.121,5.68,42909.99985,5.127213,-3.271854279,6988.233325
2010,100.0,100.0,32.91,5665000.0,14.27,24.97,15.25,5.76,45.69378,27862.668,5.75,44740.00168,7.616096,1.541801443,6853.002854
2011,100.0,100.0,32.91,5665000.0,13.22,29.75,16.31,3.89,40.44044,29793.07,6.04,49639.99939,4.8499665,2.10120575,7849.165283
2012,100.0,100.0,32.91,5665000.0,15.63,25.45,15.78,5.25,45.245266,28532.125,5.76,45020.00046,6.869961,0.754930386,7432.478766
2013,100.0,100.0,32.91,5665000.0,18.24,21.96,14.17,6.91,48.977695,26659.102,5.31,39659.99985,9.592919,-0.560493966,7681.93462
2014,100.0,100.0,32.91,5665000.0,17.15,23.66,15.87,7.39,49.573746,28695.912,5.47,42049.99924,9.543798,0.966869032,7901.785876
2015,100.0,100.0,32.91,5665000.0,17.85,24.57,15.38,8.75,49.548252,30739.168,5.48,44560.00137,10.595034,3.428054914,7074.681023
2016,100.0,100.0,32.91,5665000.0,17.71,21.74,15.78,7.04,51.21185,29411.8,5.15,41590.00015,9.0498905,3.039825276,7569.478815
2017,100.0,100.0,32.91,5665000.0,17.12,23.25,15.55,6.13,48.25284,30376.139,5.14,43880.00107,7.619621,2.76217096,8366.293221
2018,100.0,100.0,32.91,5665000.0,19.6,21.03,16.13,9.38,54.813065,30743.955,4.98,40900.00153,11.799093,2.684576131,9446.700772
2019,100.0,100.0,32.91,5665000.0,19.34,19.75,16.56,7.49,54.908676,29996.027,4.74,39139.99939,9.948385,4.037592082,9879.268533
2000,9.07502,2.7,2.8,120000.0,85.41,0.22,0.0,0.1,31.25,358.42392,5.49,940.0,6.290766,1.888473889,255.7186873
2001,9.521352,2.9,2.72,15360000.0,83.68,0.27,0.0,0.05,15.625,386.41492,5.15,970.0,6.290766,6.613405745,267.0975996
2002,9.960099,3.1,2.64,20000.0,79.34,0.3,0.0,0.06,16.666666,392.5639,4.21,959.9999785,6.290766,4.35296383,294.6653885
2003,11.4,3.4,2.58,5665000.0,79.08,0.35,0.0,0.1,22.222223,421.1035,4.03,1039.999962,6.290766,7.802493889,374.627358
2004,10.824239,3.7,2.54,5260000.0,83.53,0.37,0.0,0.1,21.276596,367.58755,4.8,1059.999943,6.290766,4.478452137,418.3766603
2005,11.254328,3.9,2.47,15860000.0,86.54,0.39,0.0,0.1,20.408163,378.25854,5.55,1059.999943,6.290766,8.661873228,457.9334308
2006,11.68629,4.4,2.4,5665000.0,84.62,0.44,0.0,0.08,15.384616,361.50507,5.6,1240.00001,6.290766,6.253164688,473.4498682
2007,12.122773,4.6,2.36,3560000.0,82.43,0.47,0.0,0.11,18.965517,496.80994,5.72,1409.999967,6.290766,4.111379018,535.0622795
2008,12.566488,5.1,2.34,8000000.0,82.94,0.45,0.0,0.13,22.413794,526.8172,5.72,1700.000048,6.290766,5.799991741,643.404581
2009,12.63,5.4,2.31,710000.0,83.6,0.53,0.0,0.13,19.696968,480.64005,5.66,1730.000019,6.290766,2.961950859,624.1751645
2010,13.1,5.8,2.28,1350000.0,81.45,0.51,0.0,0.13,20.3125,509.41,5.42,2289.999962,6.290766,8.446281577,647.8360955
2011,14.808414,6.3,2.35,30000.0,80.57,0.6,0.0,0.09,13.043478,563.3461,5.2,2460.000038,6.290766,6.622562613,751.1727704
2012,15.117994,6.7,2.28,1480000.0,77.18,0.76,0.0,0.11,12.643678,644.37476,5.15,2940.000057,6.290766,6.45267238,758.000427
2013,15.4056425,7.1,2.25,32460000.0,75.43,0.87,0.0,0.12,12.121212,749.67834,5.04,3130.000114,6.290766,5.792584845,787.4694383
2014,19.2,7.6,2.23,38410000.0,75.24,1.02,0.0,0.1,8.928572,677.6461,4.91,3180.000067,6.290766,4.326845615,792.8462374
2015,16.076975,8.1,2.26,180000.0,72.71,1.33,0.0,0.1,6.993007,836.0298,4.94,3700.000048,6.290766,3.921228794,653.3272681
2016,16.641056,8.7,2.3,29290000.0,72.27,1.39,0.0,0.16,10.322581,780.0771,4.76,3700.000048,6.290766,5.957976708,688.2506963
2017,17.214043,9.0,4.15,20820000.0,69.08,1.48,0.0,0.16,9.756098,878.57794,4.72,4269.999981,6.290766,6.203489411,734.996268
2018,14.4,9.5,4.8,35120000.0,66.97,1.42,0.0,0.23,13.939394,950.3871,4.6,4670.000076,6.290766,6.604569068,804.5005378
2019,18.374855,10.1,4.81,45840000.0,64.85,1.51,0.0,0.21,12.209302,946.95734,4.49,5000.0,6.290766,5.688115149,796.1152068
2020,18.95724,10.6,4.68,5665000.0,23.3,1.43,0.0,0.21,12.804878,878.9815,4.3,10500.0,6.290766,1.93032489,857.9327297
2005,3.207317,0.3,7.38,5665000.0,96.01,0.0,0.0,0.09,99.99999,145.98683,9.48,150.000006,6.290766,0.900000001,151.6815663
2006,2.66,0.3,7.16,5665000.0,95.31,0.0,0.0,0.09,99.99999,163.21136,9.05,180.0000072,6.290766,5.413807145,167.3764625
2007,4.7259464,0.3,6.94,5665000.0,95.29,0.0,0.0,0.12,100.0,246.2004,8.83,180.0000072,6.290766,3.45195249,172.4955966
2008,4.8,0.3,6.73,10000.0,95.15,0.0,0.0,0.11,100.0,155.42688,8.45,180.0000072,6.290766,4.861712995,198.3528517
2009,5.399017,0.3,6.51,90000.0,95.18,0.0,0.0,0.12,100.0,149.19579,8.03,180.0000072,6.290766,3.812746937,212.1370572
2010,5.3,0.3,6.32,13350000.0,92.57,0.0,0.0,0.14,100.0,199.67647,7.93,300.0000119,6.290766,5.124163303,234.2355389
2011,6.122684,0.2,6.2,10000.0,91.65,0.01,0.0,0.13,92.85714,226.62114,7.77,360.0000143,6.290766,4.032602496,249.5779794
2012,6.5,0.2,6.09,6200000.0,91.45,0.01,0.0,0.14,93.33333,205.98769,7.41,370.0000048,6.290766,4.446708222,252.3588707
2013,6.9,0.2,6.01,96640000.0,91.08,0.03,0.0,0.15,83.333336,216.88063,7.42,389.9999857,6.290766,4.924195261,256.9756526
2014,7.0,0.2,5.85,140890000.0,91.28,0.04,0.0,0.15,78.94737,196.12764,7.08,379.9999952,6.290766,4.240651644,274.8578362
2015,8.427652,0.2,5.69,2490000.0,91.15,0.03,0.0,0.15,83.333336,193.7544,7.38,400.000006,6.290766,-3.900003086,305.5496525
2016,9.34841,0.2,5.61,50000.0,89.52,0.03,0.0,0.16,84.210526,208.42976,7.56,439.9999976,6.290766,-0.600020001,260.5652208
2017,9.3,0.2,5.3,16940000.0,88.12,0.08,0.0,0.21,72.413795,246.89967,7.62,529.9999714,6.290766,0.500009999,253.8263541
2018,10.884909,0.2,5.14,20360000.0,85.58,0.1,0.0,0.17,62.96296,290.7686,7.71,689.9999976,6.290766,1.609933082,238.783467
2019,11.356528,0.2,4.98,89840000.0,84.77,0.12,0.0,0.24,66.666664,309.34055,7.62,720.0000286,6.290766,1.842476677,228.2135892
2020,11.735556,0.2,4.83,5665000.0,23.3,0.11,0.0,0.24,68.57143,289.06625,4.3,10500.0,6.290766,0.297577119,238.9907259
2000,16.6,3.6,0.83,5665000.0,81.58,0.42,0.0,0.05,10.638298,739.4555,7.91,1960.0,6.290766,9.993580322,300.613679
2001,14.624778,4.1,0.82,5665000.0,80.51,0.48,0.0,0.03,5.882353,769.4097,7.51,2150.0,6.290766,8.148386098,321.1502236
2002,18.1871,4.7,0.97,5665000.0,80.97,0.66,0.0,0.03,4.347826,754.1447,7.05,2210.000038,6.290766,6.578939503,338.9874773
2003,19.3,5.3,0.96,4630000.0,79.92,0.67,0.0,0.04,5.633803,803.81635,6.69,2380.000114,6.290766,8.505895557,362.3354822
2004,25.298384,5.9,1.02,409150000.0,80.69,0.73,0.0,0.03,3.9473684,813.56445,6.23,2380.000114,6.290766,10.34052878,408.5136388
2006,32.40758,7.6,1.35,10300000.0,78.01,0.98,0.0,0.13,11.711712,967.99585,5.31,2960.000038,6.290766,10.77108367,539.7503289
2007,35.967636,8.4,1.4,5665000.0,74.79,1.25,0.0,0.16,11.347518,1116.1547,5.03,3660.000086,6.290766,10.21257391,631.5252576
2008,26.4,9.4,1.47,65900000.0,74.13,1.23,0.0,0.16,11.510792,1152.201,4.76,4059.999943,6.290766,6.691577475,745.609127
